sentence,label_human,label_embed2discover,corpus_filename,start_pos,end_pos,file
Die vom Bundesrat vertretene Qualitätsstrategie für die Türöffnung zum europäischen Markt zugunsten der schweizerischen Landwirtschaft ist nicht erfolgversprechend.,0,0,16/10_3473.txt,710,874,16/10_3473.txt
"Nicht verstanden aber wird, wenn gleichzeitig zur Einladung von Präsident Sarkozy an die Schweiz zu den Vorbereitungen des nächsten G-20-Gipfels europäische Länder die Schweizer Ländergruppe im IWF mit dem Ziel angreifen, dass wir unseren Sitz im Direktorium verlieren.",0,0,16/10_1110.txt,584,853,16/10_1110.txt
In der Kategorie II stehen für alle Fraktionen insgesamt nur 90 Minuten Redezeit zur Verfügung.,0,0,16/10_3243.txt,1007,1102,16/10_3243.txt
"Die mit dem UVG eingeführte Mehrfachträgerschaft und der Funktionswandel des Unterstellungsrechtes haben bei diversen Betriebsarten zu grosser Rechtsunsicherheit hinsichtlich der Frage geführt, ob sie nun in den Zuständigkeitsbereich der Suva fallen oder nicht.",0,0,6/04_474.txt,732,993,6/04_474.txt
"In welcher Art und Weise haben der Verwaltungsrat, die Direktion und die Revisionsgesellschaft die Subprime-Krise intern bewältigt, ab welchem Zeitpunkt haben sie die Dimension der Krise realisiert, und welche internen Massnahmen wurden getroffen?3. Welches sind die Gründe des Verwaltungsrates, keine zivilen und strafrechtlichen Klagen gegen die ehemaligen Verantwortlichen der UBS einzuleiten?",0,0,16/10_3398.txt,257,653,16/10_3398.txt
Der Freizeitarrest (auch Wochenendarrest genannt) erstreckt sich auf die wöchentliche Freizeit des Jugendlichen (in der Regel das Wochenende).Der,0,0,16/10_3062.txt,819,966,16/10_3062.txt
Der Freizeitarrest (auch Wochenendarrest genannt) erstreckt sich auf die wöchentliche Freizeit des Jugendlichen (in der Regel das Wochenende).Der,0,0,16/10_3062.txt,819,966,16/10_3062.txt
"- Welches sind die heute bestehenden spezialgesetzlichen Bestimmungen gemäss Artikel 14 Buchstabe c ParlG?- Gibt es weitere Behörden im Sinn von Artikel 1 VwVG, die aufgrund anderweitiger Betrachtungen nicht unter die Unvereinbarkeitsbestimmungen von Artikel 14 ParlG fallen?",0,0,16/10_1017.txt,371,646,16/10_1017.txt
Diese verfügen jedoch nur über einen eingeschränkten Zugriff auf die entsprechenden Personenregister.,0,0,16/10_3206.txt,805,906,16/10_3206.txt
"bleibenDie Mehrheit der ständerätlichen Rechtskommission fand nun aber, dass für diese Angelegenheit die Kantone zuständig bleiben sollten, wie Präsident Fabio Abate (FDP/TI) ausführte.",0,0,29/15_044.txt,6470,6655,29/15_044.txt
"Schliesslich ist der deutsche Raum, wie das Elsass und die Schweiz, ebenso von den Emissionen der Verkehrsdrehscheibe Euro-Airport betroffen.",0,0,4/03_3124.txt,1558,1699,4/03_3124.txt
"Von einer privatwirtschaftlichen AG mit staatlich zugesicherter Monopolstellung ist zu erwarten, dass sie mit ihrer ohnehin aufgeblähten Administration rechtzeitig in der Lage ist, Gebührenforderungen zu erkennen und notfalls einzutreiben.",0,0,16/10_3283.txt,1118,1357,16/10_3283.txt
Ich ersuche den Bundesrat um die Beantwortung nachstehender Fragen betreffend Vollzug und Aufsichtspflicht beim Fortpflanzungsmedizingesetz (FmedG) und Stammzellenforschungsgesetz (StFG):1. In Artikel 11 FmedG ist die jährliche Berichterstattung über fortpflanzungsmedizinische Eingriffe formuliert.,0,0,7/05_3848.txt,0,299,7/05_3848.txt
Der Kernwald mit Gerzensee (Naturschutzgebiet) ist mitunter eines der am stärksten von Helikopter-Flügen betroffenen Gebieten.,1,1,45/20_3719.txt,709,835,45/20_3719.txt
"Die zentrifugalen Kräfte in der Schweiz werden immer stärker, und die Menschen wissen immer weniger, was auf der anderen Seite der Sprachgrenze geschieht.",0,0,16/10_3317.txt,322,476,16/10_3317.txt
Ist solche Widersprüchlichkeit der Ernsthaftigkeit einer Übung nicht abträglich?,0,0,65/84_595.txt,2945,3025,65/84_595.txt
"Die Schweiz verfügt über eines der dichtesten Autobahn- und Schienennetze der Welt (1763 Kilometer Nationalstrassen, 5687 Kilometer Schienen).",0,0,20/11_4017.txt,380,522,20/11_4017.txt
Nur bei definitiver Aufnahme ins Asylverfahren sollen künftig Verteilungen an die Kantone vorgenommen werden.,0,0,16/10_3174.txt,1054,1163,16/10_3174.txt
Nur bei definitiver Aufnahme ins Asylverfahren sollen künftig Verteilungen an die Kantone vorgenommen werden.,0,0,16/10_3174.txt,1054,1163,16/10_3174.txt
"Er wird aufgefordert, die gesetzliche Grundlage zu schaffen, um die staatlichen Beiträge (insbesondere Entwicklungshilfe, ausgenommen Katastrophenhilfe) und Schuldenerlässe an Staaten einzustellen, die sich bei der Rückübernahme von abgelehnten Asylbewerbern und illegalen Ausländern nicht kooperativ verhalten.",0,0,16/10_3558.txt,200,511,16/10_3558.txt
Das Parlament hat in der Wintersession einzelne Unterstützungsmassnahmen im Rahmen des Covid-19-Gesetzes verlängert.,0,0,51/22_007.txt,36732,36848,51/22_007.txt
Die Kündigung sollte deshalb innerhalb einer Frist von 6 bis 12 Monaten möglich sein.,0,0,16/10_3079.txt,1548,1633,16/10_3079.txt
"Der Bundesrat hat in dieser Frage freie Hand, und es ist absehbar, dass er aus Gründen der Kontrollvereinfachung demnächst auch die Identitätskarte und möglicherweise auch weitere Dokumente wie z. B. den Fahrausweis zur Ausrüstung mit einem biometrischen Chip freigeben könnte.",0,0,15/09_440.txt,786,1063,15/09_440.txt
Die Erklärung von Bern sowie der Uno-Sonderbeauftragte für Menschenrechte John Ruggie stufen die Geschäftsbeziehungen der Banken mit solchen Unternehmen als Komplizenschaft ein.,0,0,16/10_3751.txt,887,1064,16/10_3751.txt
"Das Bundesgesetz über die medizinisch unterstützte Fortpflanzung (FMedG) legt fest, dass die Identität von Samenspendern erfasst werden muss (keine anonymen Samenspenden) und diese Daten dem Eidgenössischen Amt für das Zivilstandswesen übermittelt und während 80 Jahren aufbewahrt werden müssen.",0,0,41/19_4251.txt,0,295,41/19_4251.txt
"Daher wäre es angebracht, dass das VBS diese zusätzlichen Ziele in den Aktionsplan Biodiversität, der zurzeit ausgearbeitet wird, aufnimmt.",1,0,49/21_4382.txt,2155,2294,49/21_4382.txt
"Ich ersuche den Bundesrat, eine Änderung des Bundesgesetzes über Ergänzungsleistungen zur Alters-, Hinterlassenen und Invalidenversicherung (ELG) zu veranlassen.",0,0,71/92_3594.txt,1510,1671,71/92_3594.txt
Erstellung eines umfassenden Registers geraubter Kulturgüter auf Schweizer Boden;e.,1,1,37/18_4236.txt,875,958,37/18_4236.txt
"Doppelbürgerinnen und Doppelbürger mit ständigem Wohnsitz in Italien, die in der Schweiz Militärdienst leisten wollen, müssen dies bis zur Vollendung des 19. Lebensjahres erklären, während Doppelbürgerinnen und Doppelbürger mit ständigem Wohnsitz in der Schweiz, die den Militärdienst in Italien leisten wollen, diese Erklärung innerhalb der ersten sechs Monate nach Vollendung des 18. Lebensjahres abgeben müssen.",0,0,16/10_3492.txt,3095,3509,16/10_3492.txt
"Mit wem gedenkt er wie so zu wirken in der Uno, damit die Uno die Kraft zu den dringendsten Reformen findet?",0,0,16/10_1088.txt,926,1034,16/10_1088.txt
Der Bund muss die Integration zentral steuern.,0,0,9/06_3765.txt,1697,1743,9/06_3765.txt
"Sie haben auch eine ökologische Funktion, da sie ein spezielles lokales Mikroklima schaffen und als Verbindung zwischen isolierten Naturinseln fungieren, und sie beeinflussen die Luftqualität entlang der Strassen.",1,1,12/08_3895.txt,285,498,12/08_3895.txt
Die von der Armee vermittelten Kenntnisse umfassen klar auch technisches und berufliches Wissen.,0,0,16/10_3676.txt,437,533,16/10_3676.txt
"Eine Neben beschäftigung ist ausgeschlossen, da in der naturwissenschaftli chen Forschung die Belastung eines Doktoranden mit etwa 50-60 Wochenstunden zu beziffern ist.",0,0,69/90_607.txt,517,685,69/90_607.txt
"Das Grenzlandproblem im Bereiche der Landwirtschaft ist im Kanton Schaffhausen zu einer hochpolitischen Frage gewor den, die Regierung, Parlament und Bevölkerung in starkem Masse beschäftigt.",0,0,68/88_550.txt,6739,6930,68/88_550.txt
Wie weit sind die Verhandlungen?,0,0,16/10_3211.txt,121,153,16/10_3211.txt
Die Betroffenen konnten nicht wie gewohnt begleitet werden und mussten viel länger auf ein Informations- oder Folgegespräch warten.,0,0,50/21_4650.txt,205,336,50/21_4650.txt
"Als positiver Aspekt kann damit zusätzlich die Abhängigkeit von ausländischen Fachkräften verringert werden, denn deren Herkunftsländer werden zukünftig mit der gleichen demografischen Entwicklung wie die Schweiz und damit einem erhöhten Bedarf an Fachpersonal zu kämpfen haben.",0,0,16/10_3308.txt,879,1157,16/10_3308.txt
"Warum werden dann die Schranken für unternehmerisches Handeln mit dem neuen System nicht gesenkt, sondern im Gegenteil erhöht?4.",0,0,17/10_4121.txt,1073,1201,17/10_4121.txt
Angemessene personelle Ressourcen sind entscheidend für die Qualität der Aufsicht.,0,0,16/10_3752.txt,110,192,16/10_3752.txt
Eine mögliche Lösung besteht in einer Ergänzung von Artikel 56 BVG über die Aufgaben des Sicherheitsfonds.,0,0,16/10_3446.txt,1340,1446,16/10_3446.txt
"Welches sind seine rechtlichen Möglichkeiten?4. Erachtet er es als sinnvoll und notwendig, künftig die Naturschutzbehörden von Bund, Kantonen und Gemeinden sowie die zuständigen Fachinstitutionen wie z. B. die Koordinationsstelle für Amphibien- und Reptilienschutz in der Schweiz Lärmschutzbauten bzw. Gehwegsicherungen an Bahnlinien zwingend zur Beurteilung von Bewilligungen beizuziehen, soweit schützenswerte Biotopstypen bzw. Arten betroffen sein",1,1,6/05_1107.txt,2463,2913,6/05_1107.txt
"Was gedenkt der Bundesrat allgemein in Zusammenarbeit mit den Kantonen zu tun, um die angekündigte Wiederholung solcher Aktionen zu verhindern und um ganz einfach die Einhaltung des Gesetzes in unserem Land zu gewährleisten?",0,0,52/22_3464.txt,959,1183,52/22_3464.txt
"Weiter entstehen im Gefolge einer intensiven globalen Mobilität Parallelgesellschaften, Segregation und städtische Problemzonen.",0,0,16/10_3688.txt,335,463,16/10_3688.txt
Gefährdet sind somit am Brienzersee sowohl die Berufsfischerei als auch die Biodiversität.,1,1,20/11_4158.txt,1185,1275,20/11_4158.txt
"Es ist zudem wissenschaftlich erwiesen, dass eine solche Situation tatsächlich diskriminierend ist sowohl für nicht deutschsprachige Angestellte, die dadurch in ihrer beruflichen Entwicklung gehemmt werden, als auch für Personen, die sich um eine Stelle bewerben und nicht in die engere Auswahl kommen, weil sie nicht dieselbe Sprache wie die rekrutierende Person sprechen.",0,0,16/10_3301.txt,1123,1496,16/10_3301.txt
Wie kann die Wirkung überprüft werden?,0,0,16/10_3785.txt,2318,2356,16/10_3785.txt
Für Mitarbeiterinnen und Mitarbeiter ab 55 Jahren gilt die Lohngarantie sogar bis zur Pensionierung.,0,0,16/10_1102.txt,444,544,16/10_1102.txt
"Warum konsultierte das Ensi nicht die Expertengruppe für Reaktorsicherheit, obwohl es sich um ein schwerwiegendes und international einzigartiges Problem handelt?",0,0,34/17_3076.txt,818,980,34/17_3076.txt
Die Kulturbotschaft 2016-2020 sieht für Massnahmen zur Förderung der Verständigung und des Austauschs zwischen den Sprachgemeinschaften zwar Mittel vor.,0,0,34/17_3306.txt,428,580,34/17_3306.txt
Mit der Ausschreibung kann Wettbewerb erzeugt werden.,0,0,16/10_3130.txt,1010,1063,16/10_3130.txt
"Sollte sich das Fehlen von Strafmassnahmen in diesem Bereich bestätigen, so ersuche ich den Bundesrat, ebenfalls anzugeben, ob die Möglichkeit einer dahingehenden Revision des Gesetzes bereits geprüft wurde oder zurzeit geprüft wird.",0,0,16/10_3396.txt,197,430,16/10_3396.txt
"Die Massnahme der Direktion wie auch ihr Entscheid, die Wiederholung der Sendung zu verhindern, ist skandalös, vor allem auch deshalb, weil die SRG als öffentliche Institution den Auftrag hat, dafür zu sorgen, dass Meinungsvielfalt und Redefreiheit respektiert werden.",0,0,74/96_1133.txt,638,906,74/96_1133.txt
"Der Bundesrat wird ersucht, die Bestimmungen des KVG dahingehend zu ändern, dass die Prämien zum Zeitpunkt von Geburt und Tod entsprechend der Anzahl Tage festgelegt und erhoben werden, für die im betreffenden Monat eine Deckung bestehen muss.",0,0,1/01_3332.txt,0,243,1/01_3332.txt
"Deren Nutzung und Verfügbarkeit wird aber aufgrund von sich überlagernden, unterschiedlichen Nutzungs- oder Schutzinteressen immer schwieriger.",0,1,45/20_3753.txt,1715,1858,45/20_3753.txt
"Bundesrat Hans-Rudolf Merz führte aus, dass es sich hierbei um eine reine administrative Frage handle und das die aktuelle Ausgestaltung, welche die Entscheidungskompetenz der Bundesversammlung gab, nicht unbedingt den Zeitabläufen des IWFs entspreche.",0,0,10/07_093.txt,542,794,10/07_093.txt
Bei der Abwicklung der Schadensregulierung berücksichtigt der Bund die vom Gesuchsteller erhaltenen Covid-19 Kredite sowie allfällige Ergebnisse einer Sanierung im Rahmen einer Covid-19 Stundung.,0,0,45/20_3169.txt,2032,2227,45/20_3169.txt
"Züchtung auf Tiergesundheit und extensive Umweltbedingungen bei Rindern, Schafen und anderen Nutztieren.",1,1,10/07_3170.txt,1161,1265,10/07_3170.txt
"Schliesslich wird das Abkommen mit einer Schiedsgerichtsklausel ergänzt, und sämtliche Zahlungen aufgrund der Sozialversicherungsgesetzgebung werden in Zukunft unter den Anwendungsbereich des Abkommens fallen.",0,0,16/10_104.txt,891,1100,16/10_104.txt
"Der Bundesrat wird beauftragt, zu prüfen und Bericht zu erstatten, wie eine bedarfsgerechte Zahl an Ausbildungs- und Praktikumsplätze im Pflege- und Betreuungsbereich, namentlich in der Pflege im Bereich der Spitex, der Alters- und Pflegeheime in der beruflichen Grundbildung und auf der Tertiärstufe bereitgestellt werden kann.",0,0,16/10_3127.txt,0,328,16/10_3127.txt
"Der Bundesrat wird aufgefordert, ein interdisziplinäres Forschungsprogramm zur biologischen Bekämpfung des Feuerbrandes in Auftrag zu geben.",0,0,1/00_3736.txt,0,140,1/00_3736.txt
"Der Bundesrat achtet dabei darauf, die Landschaft und die Naturschutzgebiete sowie die Fauna und Flora bestmöglich zu schützen.",1,1,16/10_3722.txt,2659,2786,16/10_3722.txt
"Eine richtig konzipierte Bodenordnung muss die naturbedingten wirtschaftlichen, technischen, sozialen sowie kulturellen Gegebenheiten und die entsprechenden künftigen Erfordernisse berück­ sichtigen.",1,0,73/9401.txt,167,366,73/9401.txt
Das kommt dem Anliegen der Motion entgegen.,0,0,16/10_3038.txt,1085,1128,16/10_3038.txt
"Damit ergeben sich diverse Abgren zungsprobleme, insbesondere bei Betrieben, die einen selbstän digen Zuoder Nebenerwerb führen.",0,0,73/94_3118.txt,2081,2209,73/94_3118.txt
tung eines Europäischen Laboratoriums für Mole  kularbiologie.,0,0,21/11739.txt,157,220,21/11739.txt
Gemäss der waldpolitischen Interpretation des Landesforstinventars 4 entwickelt sich die Biodiversität im Wald im Einklang mit den waldpolitischen Zielen des Bundes.,1,1,52/22_3989.txt,0,165,52/22_3989.txt
Mehr Natur in Quantität und in Qualität ist sowohl für die biologische Vielfalt als auch für das Wohlbefinden der Bevölkerung wertvoll.,1,1,51/22_025.txt,18643,18778,51/22_025.txt
2. Anerkennt der Bundesrat die Dringlichkeit einer Förderung der angewandten Forschung in Richtung Holzverwendung sowie der Ausbildung von höherem Kader in der Holzwirt schaft?,0,0,65/84_407.txt,499,675,65/84_407.txt
"Die Strategie soll dabei eine Gesamtsicht auf den ganzen Themenkomplex ermöglichen und Richtlinien, Handlungsansätze und Spielregeln zu folgenden Punkten definieren: - Zugangsregelung und Wasserverteilung für Haushalte, Landwirtschaft, Energie und Industrie, aber auch innerhalb der Nutzergruppen, im Zusammenhang mit kurz- und langfristiger Wasserknappheit;",1,0,16/10_3533.txt,448,806,16/10_3533.txt
"Erstens soll während der Vorbereitung des Doktorats der Familiennachzug ermöglicht werden, damit eine bessere Integration des Ausländers in unser Land gewährleistet ist.",0,0,0/00_3040.txt,4231,4400,0/00_3040.txt
"Denn die versiegelten Flächen absorbieren die Sonnenstrahlung, heizen die Umgebung auf und es kommt zu Hitzeinseln, unter welcher die Bevölkerung der Schweiz zunehmend leidet.",0,1,52/22_3753.txt,236,411,52/22_3753.txt
Fahrzeugminen sind ein Teil der weltweiten Minenproblematik.,0,1,4/03_3318.txt,683,743,4/03_3318.txt
"Das Strafmass der betreffenden Geldstrafe betrug 100 Tagessätze à 160 Franken, wobei für 60 Tagessätze der bedingte Vollzug gewährt wurde.",0,0,16/10_3094.txt,957,1095,16/10_3094.txt
Der Bund selbst und seine Behörden haben als Auftraggeber in grossem Umfang eine ganz besondere wichtige Vorbildfunktion gegenüber der Wirtschaft und eine hohe Verantwortung gegenüber dem Volk als Bezahler dieser Projekte.,0,0,17/10_3859.txt,132,354,17/10_3859.txt
209/80.355 P Carobbio Öffentliche Investitionen.,0,0,63/80_355.txt,0,48,63/80_355.txt
"Bevor sich die Situation weiter verschlechtert, muss sich der Bundesrat unbedingt über das BAG mit den Kantonen koordinieren, um diesem gefährlichen Suchtphänomen entgegenzuwirken.",0,0,49/21_3838.txt,1027,1207,49/21_3838.txt
Das schweizerische Gentechnikgesetz - eines der strengsten der Welt - ist nunmehr seit gut sechs Jahren in Kraft.,0,0,16/10_3362.txt,452,565,16/10_3362.txt
"Viele Länder gingen darüber hinaus, sagte Roberto Zanetti (SP/SO).",0,0,31/16_078.txt,11436,11502,31/16_078.txt
Allerdings soll dies angesichts der finanziellen Situation in einem angemessenen Rahmen stattfinden.,0,0,16/10_3367.txt,1652,1752,16/10_3367.txt
"Im Zusammenhang mit der Bekämpfung der Sauerbrut in der Schweiz stellen sich folgende Fragen, um deren Beantwortung ich den Bundesrat bitte:1. Ist diese radikale Seuchenbekämpfung mit der Vernichtung auch vieler starker Bienenvölker mit einem geringen Sauerbrutbefall von wenigen Larven auf einzelnen Brutwaben weiterhin verhältnismässig und vertretbar?",1,1,45/20_3481.txt,2419,2772,45/20_3481.txt
Die Bergregionen sind ebenfalls immer mehr von dieser Problematik betroffen.,0,0,16/10_3328.txt,1563,1639,16/10_3328.txt
